genotype_name,genotype_id,treatment,location,rep,R01_days_diff_raceme_start,R02_ratio_mean_rate,R03_max_rate,R04_days_diff_to_max_rate,R05_days_diff_main_ext_period,R06_50ht_period,R07_75ht_period,R08_50ht_rate,R09_75ht_rate,R10_max_height,R11_max_height_DAS,R12_extension_days_to_max,R13_raceme_collapse,R14_BBCH51_to_raceme_start,R15_elong_in_vern,F01_first_flowers_DAS,F02_peak_flowers_DAS,F03_flowering_days_to_peak,F06_pixel.day_peak,F07_pixel.days_to_peak,F09_mean_pixel.days_to_peak,Ground_BBCH51,Ground_BBCH60,Ground_60-51,Auto60-ground51,,,,,,,,,,,,
POH_285_Bolko,BR017-522,tenvsfive,2,2,1.100521157,1.031497777,0.764747196,1.157995981,0.466708715,0.255798031,0.42166722,1.169976189,1.056030193,0.609148813,1.000035748,0.471442198,,2.212610183,,,,,,,,1.28,1.058823529,0.444444444,0.666666667,,,,,,,,,,,,
POH_285_Bolko,BR017-522,tenvsfive,2,3,1.161077059,1.019619266,0.819853906,1.532725135,0.840694362,0.865472996,0.880629415,0.916874328,0.958922911,0.902664492,1.195956773,0.7879893,,-1.807035581,,1.433333333,1.195652174,0.764705882,0.443924018,0.388262153,0.507727431,1.44,1.482758621,1.75,1.4,,,,,,,,,,,,
Quinta,BR017-523,tenvsfive,1,1,1.139093469,0.884903915,0.661578893,1.469533195,0.644114809,0.617425732,0.667743631,0.6024309,0.790833325,0.7302882,1.087797347,0.594462367,,0.413506138,,1.290322581,1,0.470588235,0.296036126,0.180154559,0.382828438,1.44,1.21875,0.428571429,0.666666667,,,,,,,,,,,,
Quinta,BR017-523,tenvsfive,2,2,1.079903068,1.064972691,1.109413661,1.338458583,1.012022973,1.171902112,1.042345305,0.92012407,1.034094273,1.077384523,1.000028591,0.769941487,,1.000682485,,1.346153846,1.571428571,2.1,0.492838615,1.32549629,0.631188709,1.318181818,1.333333333,1.4,1.5,,,,,,,,,,,,
Quinta,BR017-523,tenvsfive,2,3,1.082787739,0.807844413,0.828744794,1.361851915,0.942507324,1.171918709,0.932794388,0.572599699,0.796425243,0.829295775,1.11721175,0.861153731,,-1.623028405,,1.178571429,1.027777778,0.555555556,0.161478599,0.077241842,0.139035316,1.6,1.259259259,0.285714286,0.125,,,,,,,,,,,,
Rocket,BR017-524,tenvsfive,1,1,1.09273831,,,,,,,,,,,,,0.417277767,,1.259259259,,,,,,1.28,1.259259259,1,1,,,,,,,,,,,,
Rocket,BR017-524,tenvsfive,2,2,1.05740237,0.727797211,0.780506686,1.262621773,1.515029431,1.787095074,1.494509435,0.64081219,0.743638268,1.070430733,1.256256697,1.323875198,,0.261048696,,1.230769231,1.35483871,1.833333333,0.383011985,1.017018491,0.554737359,1.318181818,1.142857143,0.5,0.75,,,,,,,,,,,,
Rocket,BR017-524,tenvsfive,2,3,1.088098913,0.861886544,0.769474182,1.336037714,1.221258113,1.30805941,1.3332461,0.809739429,0.790536795,1.047266515,1.176153499,1.027881575,,0.510861907,,1.28,1.433333333,2,0.42136623,1.145172584,0.572586292,1.45,1.16,0,0.6,,,,,,,,,,,,
Shengliyoucai,BR017-526,tenvsfive,1,1,,,,,,,,,,0.875697211,,,,,,0.318181818,1,2.75,0.60330351,,,0.066666667,0.272727273,0.714285714,0.857142857,,,,,,,,,,,,
Shengliyoucai,BR017-526,tenvsfive,2,2,,,,,,,,,,,,,,,,0.315789474,,,,,,0.076923077,0.5,1.111111111,0.833333333,,,,,,,,,,,,
Shengliyoucai,BR017-526,tenvsfive,2,3,,,,,,,,,,0.891509434,,,,,,0.578947368,1,2,0.509433962,,,0.076923077,0.333333333,1,1.666666667,,,,,,,,,,,,
Temple,BR017-527,tenvsfive,1,1,1.023482435,0.873533768,0.788613452,1.140123433,1.070876678,1.495229905,1.331082171,0.622038914,0.701939535,0.939563863,1.000005819,0.940126667,,-2.769809291,,1.192307692,1.162162162,1.083333333,0.54240104,0.745898387,0.688521588,1.136363636,1.074074074,0.8,1.5,,,,,,,,,,,,
Temple,BR017-527,tenvsfive,2,2,1.095978633,0.488023521,0.768922646,1.382369658,2.207536099,1.731565904,2.294354237,0.64607824,0.473154538,1.047949965,1.453090773,1.527412523,,1.724210588,,1.28,1.75,2.666666667,0.35242262,0.6641994,0.249074775,1.35,1.36,1.4,1,,,,,,,,,,,,
Temple,BR017-527,tenvsfive,2,3,1.024239863,0.930352095,0.752316198,1.207312729,0.988989249,1.102368547,1.093668366,0.851615262,0.844886061,0.905305191,0.999981213,0.940742643,,-0.53012752,,1.12,1.179487179,1.266666667,0.63923469,0.876435336,0.691922634,1.25,1.08,0.4,0.6,,,,,,,,,,,,
Vision,BR017-528,tenvsfive,1,1,1.137617909,0.616826482,0.607781139,1.376864761,1.168417071,0.821530985,1.312780804,0.706751447,0.526363037,0.834692768,1.163647198,0.90022204,,-5.351080858,,1.483870968,1.527777778,1.666666667,0.203152364,0.305599091,0.183359455,1.28,1.34375,1.571428571,2.333333333,,,,,,,,,,,,
Vision,BR017-528,tenvsfive,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vision,BR017-528,tenvsfive,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiangyou_15,BR017-529,tenvsfive,1,1,0.905624328,,,,,,,,,,,,,0.87725561,,0.518518519,,,,,,0.461538462,0.40625,,,,,,,,,,,,,,
Xiangyou_15,BR017-529,tenvsfive,2,2,0.94931094,1.22725789,0.898624273,0.729372269,0.680769912,0.92243982,1.099872359,0.861236593,0.751888229,0.867115738,0.769536258,0.78354114,,0.231602645,,0.736842105,1,1.5,1.238418983,1.668862723,1.112575149,0.846153846,0.65,0.285714286,0.5,,,,,,,,,,,,
Xiangyou_15,BR017-529,tenvsfive,2,3,0.960850245,0.662541348,0.552562198,0.762512747,1.020951005,0.648558151,1.041216674,0.857322644,0.624446011,0.780829924,0.817321919,0.832766619,,-4.714509786,,0.894736842,1,1.2,0.816411859,1.007637677,0.839698064,0.4,0.65,1.4,2.75,,,,,,,,,,,,
Zhongshuang_II,BR017-530,tenvsfive,1,1,0.925323311,0.977001841,0.790113443,0.623808364,0.974573542,0.970160742,1.046135606,0.892057425,0.894149339,1.009789157,0.887730232,1.02462668,,1.230393161,,0.518518519,0.742857143,1.444444444,1.036087834,1.297019936,0.897936879,0.461538462,0.382352941,,,,,,,,,,,,,,
Zhongshuang_II,BR017-530,tenvsfive,2,2,0.924594799,0.914928142,0.942546344,0.494757844,1.211389549,0.910202045,1.246740492,1.521053515,0.925280821,0.974378297,1.000046776,1.353565225,,1.271570641,,0.52,0.806451613,1.857142857,1.04790053,1.277498495,0.687883805,0.461538462,0.481481481,,,,,,,,,,,,,,
Zhongshuang_II,BR017-530,tenvsfive,2,3,0.913158435,1.03153538,1.474597103,0.70770895,1.185766278,1.544095738,1.270447317,1.099185539,1.012382682,1.060453401,0.811013511,0.984456241,,0.97955044,,0.535714286,0.806451613,2.75,0.939186758,1.424127041,0.517864378,0.461538462,0.481481481,,,,,,,,,,,,,,
Darmor_ET,BR017-531,tenvsfive,1,1,1.000017628,1.011543501,1.370689655,1.000049115,1.082928247,1.253488029,1.210048545,0.92193546,0.915822836,1.046511628,1.000070413,1.000079836,,3.83460019,,1.0625,0.727272727,0.291666667,0.854042322,0.260289559,0.892421345,1.074074074,1.0625,1,1,,,,,,,,,,,,
Darmor_ET,BR017-531,tenvsfive,2,2,1.010142236,1.577140764,1.456721279,1.034443887,1.005191052,1.372885854,1.526439277,1.300701206,1.064019446,1.451388889,1.000028577,0.969359191,,-0.45683536,,1.068965517,0.860465116,0.466666667,1.158925144,1.249133092,2.676713769,1.08,1.103448276,1.25,1,,,,,,,,,,,,
Darmor_ET,BR017-531,tenvsfive,2,3,1.05726781,0.802558497,0.954429788,1.171586488,1.168006697,1.255628518,1.20518619,0.741017446,0.776577391,0.943041691,1.00002865,0.83277104,,-6.567402526,,1.178571429,0.857142857,0.266666667,0.352339968,0.080694696,0.302605108,1.16,1.172413793,1.25,1.333333333,,,,,,,,,,,,
Express,BR017-532,tenvsfive,1,1,1.023451864,,,,,,,,,,,,,-0.270655929,,1.038461538,,,,,,1.25,1.08,0.4,0.333333333,,,,,,,,,,,,
Express,BR017-532,tenvsfive,2,2,1.000018181,,,,,,,,,,,,,1.000439901,,0.961538462,,,,,,1,1,1,0.833333333,,,,,,,,,,,,
Express,BR017-532,tenvsfive,2,3,1.012572933,0.933702606,1.052747949,1.081589482,0.882239052,0.805800502,0.871629308,0.981644292,0.936890111,0.852074236,1.000040182,0.939157914,,1.551880271,,1,1,1,0.500996102,0.440989602,0.440989603,1,0.925925926,0.714285714,1,,,,,,,,,,,,
